id,form,section,subscale,text_tr,type,options_tr,reverse_scored,scoring_key,weight,notes
S1_BF_E1,S1_self,BigFive,E,Sosyal ortamlarda enerji toplarım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_BF_E2,S1_self,BigFive,E,Yeni insanlarla tanışmak beni heyecanlandırır.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_BF_E3,S1_self,BigFive,E,Kalabalık etkinlikler beni yorar.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",1,,1,
S1_BF_E4,S1_self,BigFive,E,Topluluk önünde konuşmaktan keyif alırım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_BF_A1,S1_self,BigFive,A,İnsanların bakış açısını anlamaya çalışırım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_BF_A2,S1_self,BigFive,A,Anlaşmazlıklarda empati kurarım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_BF_A3,S1_self,BigFive,A,Eleştirirken sözlerimi özenle seçerim.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_BF_A4,S1_self,BigFive,A,Kendi ihtiyaçlarımı her zaman öne koyarım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",1,,1,
S1_BF_C1,S1_self,BigFive,C,Planları önceden yapar ve takip ederim.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_BF_C2,S1_self,BigFive,C,Detayları gözden kaçırmam.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_BF_C3,S1_self,BigFive,C,Son dakika işleri severim.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",1,,1,
S1_BF_C4,S1_self,BigFive,C,Söz verdiğim işi vaktinde bitiririm.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_BF_N1,S1_self,BigFive,N,Stresliyken kolayca gerginleşirim.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_BF_N2,S1_self,BigFive,N,Eleştirilere karşı hassasım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_BF_N3,S1_self,BigFive,N,Zor durumda soğukkanlı kalırım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",1,,1,
S1_BF_N4,S1_self,BigFive,N,Gelecek hakkında sık endişe duyarım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_BF_O1,S1_self,BigFive,O,Yeni fikir ve deneyimlere açığım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_BF_O2,S1_self,BigFive,O,Rutini kırmayı severim.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_BF_O3,S1_self,BigFive,O,Alışılmış yöntemler dışına çıkmam.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",1,,1,
S1_BF_O4,S1_self,BigFive,O,Sanat/yaratıcılık içeren şeylerden keyif alırım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_MB_FC1,S1_self,MBTI,EI,"A) Kalabalıkta enerji toplarım  |  B) Yalnız kalarak şarj olurum",ForcedChoice2,"A|B",0,"{\\"A\":\"EI:E\",\"B\":\"EI:I"}"",1,"Ipsatif (sosyal beğenirlik azaltma)"
S1_MB_FC2,S1_self,MBTI,EI,"A) Yeni insanlarla hızla bağ kurarım  |  B) Önce gözlemler sonra açılırım",ForcedChoice2,"A|B",0,"{\\"A\":\"EI:E\",\"B\":\"EI:I"}"",1,
S1_MB_FC3,S1_self,MBTI,EI,"A) Yüksek sesli ve hareketli ortamlar beni canlandırır  |  B) Sessiz ve sakin ortamları tercih ederim",ForcedChoice2,"A|B",0,"{\\"A\":\"EI:E\",\"B\":\"EI:I"}"",1,
S1_MB_FC4,S1_self,MBTI,SN,"A) Gerçekler ve kanıtlar  |  B) Fikirler ve olasılıklar beni daha çok cezbeder",ForcedChoice2,"A|B",0,"{\\"A\":\"SN:S\",\"B\":\"SN:N"}"",1,
S1_MB_FC5,S1_self,MBTI,SN,"A) Detaylara odaklanırım  |  B) Büyük resmi görmeyi tercih ederim",ForcedChoice2,"A|B",0,"{\\"A\":\"SN:S\",\"B\":\"SN:N"}"",1,
S1_MB_FC6,S1_self,MBTI,SN,"A) Mevcut duruma dayanırım  |  B) Gelecekteki potansiyeli merak ederim",ForcedChoice2,"A|B",0,"{\\"A\":\"SN:S\",\"B\":\"SN:N"}"",1,
S1_MB_FC7,S1_self,MBTI,TF,"A) Kararda tutarlılık ve mantık  |  B) Etki ve duygular önceliklidir",ForcedChoice2,"A|B",0,"{\\"A\":\"TF:T\",\"B\":\"TF:F"}"",1,
S1_MB_FC8,S1_self,MBTI,TF,"A) Doğrudan geri bildirim veririm  |  B) İncitmemek için dili yumuşatırım",ForcedChoice2,"A|B",0,"{\\"A\":\"TF:T\",\"B\":\"TF:F"}"",1,
S1_MB_FC9,S1_self,MBTI,TF,"A) Adalet ve ilke  |  B) İlişki ve uyum önce gelir",ForcedChoice2,"A|B",0,"{\\"A\":\"TF:T\",\"B\":\"TF:F"}"",1,
S1_MB_FC10,S1_self,MBTI,JP,"A) Plan ve takvim isterim  |  B) Esnek kalmayı severim",ForcedChoice2,"A|B",0,"{\\"A\":\"JP:J\",\"B\":\"JP:P"}"",1,
S1_MB_FC11,S1_self,MBTI,JP,"A) Kararı hızlıca kapatırım  |  B) Seçenekleri bir süre açık tutarım",ForcedChoice2,"A|B",0,"{\\"A\":\"JP:J\",\"B\":\"JP:P"}"",1,
S1_MB_FC12,S1_self,MBTI,JP,"A) Belirsizlik rahatsız eder  |  B) Akışına bırakabilirim",ForcedChoice2,"A|B",0,"{\\"A\":\"JP:J\",\"B\":\"JP:P"}"",1,
S1_AT_ANX1,S1_self,Attachment,ANX,Partnerim geç yanıt verdiğinde huzursuz olurum.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,"ECR-R esinli"
S1_AT_ANX2,S1_self,Attachment,ANX,İlişkide sık sık güvence ihtiyacı hissederim.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_AT_ANX3,S1_self,Attachment,ANX,Terk edilme korkusu zaman zaman aklıma gelir.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_AT_ANX4,S1_self,Attachment,ANX,Partnerimin sevgisini kanıtlamasına sık ihtiyaç duyarım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_AT_ANX5,S1_self,Attachment,ANX,İlişkiyle ilgili olumsuz senaryoları zihnimde canlandırırım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_AT_ANX6,S1_self,Attachment,ANX,Partnerimle aram bozulduğunda hızla paniğe kapılırım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_AT_AVO1,S1_self,Attachment,AVO,Duygularımı paylaşmakta zorlanırım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_AT_AVO2,S1_self,Attachment,AVO,Yakınlık arttığında bir miktar geri çekilme ihtiyacı duyarım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_AT_AVO3,S1_self,Attachment,AVO,Bağımsızlık alanım kısıtlanınca huzursuz olurum.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_AT_AVO4,S1_self,Attachment,AVO,Partnerimin duygusal ihtiyaçlarını karşılamak yorucu gelebilir.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_AT_AVO5,S1_self,Attachment,AVO,Problem olduğunda konuyu ertelemeyi tercih ederim.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_AT_AVO6,S1_self,Attachment,AVO,Kişisel alanımın korunması benim için çok önemlidir.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_TKI_1,S1_self,Conflict,COMPETE,Evde ortak alanın dağınıklığı konusunda anlaşmazlık var; ilk eğiliminiz?,MultiChoice5,"Rekabet|İşbirliği|Uzlaşma|Kaçınma|Uyum",0,"{\\"Rekabet\":\"COMPETE\",\"İşbirliği\":\"COLLAB\",\"Uzlaşma\":\"COMPROM\",\"Kaçınma\":\"AVOID\",\"Uyum\":\"ACCOM"}"",1,"Günlük yaşam SJT"
S1_TKI_2,S1_self,Conflict,COLLAB,Arkadaş grubunda plan saatine uymayan biri var; nasıl ilerlersiniz?,MultiChoice5,"Rekabet|İşbirliği|Uzlaşma|Kaçınma|Uyum",0,"{\\"Rekabet\":\"COMPETE\",\"İşbirliği\":\"COLLAB\",\"Uzlaşma\":\"COMPROM\",\"Kaçınma\":\"AVOID\",\"Uyum\":\"ACCOM"}"",1,
S1_TKI_3,S1_self,Conflict,COMPROM,Aile/ev bütçesi paylaşımında farklı görüşler ortaya çıktı; ilk tercihiniz?,MultiChoice5,"Rekabet|İşbirliği|Uzlaşma|Kaçınma|Uyum",0,"{\\"Rekabet\":\"COMPETE\",\"İşbirliği\":\"COLLAB\",\"Uzlaşma\":\"COMPROM\",\"Kaçınma\":\"AVOID\",\"Uyum\":\"ACCOM"}"",1,
S1_TKI_4,S1_self,Conflict,AVOID,Kalabalıkta biri sıranızı kesti; tepkiniz?,MultiChoice5,"Rekabet|İşbirliği|Uzlaşma|Kaçınma|Uyum",0,"{\\"Rekabet\":\"COMPETE\",\"İşbirliği\":\"COLLAB\",\"Uzlaşma\":\"COMPROM\",\"Kaçınma\":\"AVOID\",\"Uyum\":\"ACCOM"}"",1,
S1_TKI_5,S1_self,Conflict,ACCOM,Yakınınız bir konuda duygusal olarak çok yoğun; yaklaşımınız?,MultiChoice5,"Rekabet|İşbirliği|Uzlaşma|Kaçınma|Uyum",0,"{\\"Rekabet\":\"COMPETE\",\"İşbirliği\":\"COLLAB\",\"Uzlaşma\":\"COMPROM\",\"Kaçınma\":\"AVOID\",\"Uyum\":\"ACCOM"}"",1,
S1_TKI_6,S1_self,Conflict,COLLAB,Uzun vadeli ilişki/arkadaşlık önemli; çözümü nasıl tasarlarsınız?,MultiChoice5,"Rekabet|İşbirliği|Uzlaşma|Kaçınma|Uyum",0,"{\\"Rekabet\":\"COMPETE\",\"İşbirliği\":\"COLLAB\",\"Uzlaşma\":\"COMPROM\",\"Kaçınma\":\"AVOID\",\"Uyum\":\"ACCOM"}"",1,
S1_TKI_7,S1_self,Conflict,COMPETE,Bir konuda doğru olduğunuzdan eminsiniz ve kanıt elinizde; stratejiniz?,MultiChoice5,"Rekabet|İşbirliği|Uzlaşma|Kaçınma|Uyum",0,"{\\"Rekabet\":\"COMPETE\",\"İşbirliği\":\"COLLAB\",\"Uzlaşma\":\"COMPROM\",\"Kaçınma\":\"AVOID\",\"Uyum\":\"ACCOM"}"",1,
S1_TKI_8,S1_self,Conflict,AVOID,Gününüz çok yoğun; tartışma konusu gündeme geldi; ne yaparsınız?,MultiChoice5,"Rekabet|İşbirliği|Uzlaşma|Kaçınma|Uyum",0,"{\\"Rekabet\":\"COMPETE\",\"İşbirliği\":\"COLLAB\",\"Uzlaşma\":\"COMPROM\",\"Kaçınma\":\"AVOID\",\"Uyum\":\"ACCOM"}"",1,
S1_DISC_SJT1,S1_self,DISC,D,"Evde acil karar gerektiren bir durum var (örn. su sızıntısı); ilk tutumunuz?",MultiChoice4,"Hızlı karar alıp yönlendirmek (D)|İlham verip motive etmek (I)|Düzeni koruyup destek olmak (S)|Standart ve verilere dayanmak (C)",0,"{\\"Hızlı karar alıp yönlendirmek (D)\":\"D\",\"İlham verip motive etmek (I)\":\"I\",\"Düzeni koruyup destek olmak (S)\":\"S\",\"Standart ve verilere dayanmak (C)\":\"C"}"",1,"Günlük yaşam SJT"
S1_DISC_SJT2,S1_self,DISC,I,"Yeni bir hobi/dernek grubuna katıldınız; ilk gün ne yaparsınız?",MultiChoice4,"Hızlı karar alıp yönlendirmek (D)|İlham verip motive etmek (I)|Düzeni koruyup destek olmak (S)|Standart ve verilere dayanmak (C)",0,"{\\"Hızlı karar alıp yönlendirmek (D)\":\"D\",\"İlham verip motive etmek (I)\":\"I\",\"Düzeni koruyup destek olmak (S)\":\"S\",\"Standart ve verilere dayanmak (C)\":\"C"}"",1,
S1_DISC_SJT3,S1_self,DISC,C,"Aldığınız üründe sorun çıktı; ilk odağınız?",MultiChoice4,"Hızlı karar alıp yönlendirmek (D)|İlham verip motive etmek (I)|Düzeni koruyup destek olmak (S)|Standart ve verilere dayanmak (C)",0,"{\\"Hızlı karar alıp yönlendirmek (D)\":\"D\",\"İlham verip motive etmek (I)\":\"I\",\"Düzeni koruyup destek olmak (S)\":\"S\",\"Standart ve verilere dayanmak (C)\":\"C"}"",1,
S1_DISC_SJT4,S1_self,DISC,S,"Plan dışı değişiklik talebi geldi (örn. tatil rotası); refleksiniz?",MultiChoice4,"Hızlı karar alıp yönlendirmek (D)|İlham verip motive etmek (I)|Düzeni koruyup destek olmak (S)|Standart ve verilere dayanmak (C)",0,"{\\"Hızlı karar alıp yönlendirmek (D)\":\"D\",\"İlham verip motive etmek (I)\":\"I\",\"Düzeni koruyup destek olmak (S)\":\"S\",\"Standart ve verilere dayanmak (C)\":\"C"}"",1,
S1_DISC_SJT5,S1_self,DISC,D,"Belirsiz hedefli bir gönüllü etkinlik planı var; ilk adımınız?",MultiChoice4,"Hızlı karar alıp yönlendirmek (D)|İlham verip motive etmek (I)|Düzeni koruyup destek olmak (S)|Standart ve verilere dayanmak (C)",0,"{\\"Hızlı karar alıp yönlendirmek (D)\":\"D\",\"İlham verip motive etmek (I)\":\"I\",\"Düzeni koruyup destek olmak (S)\":\"S\",\"Standart ve verilere dayanmak (C)\":\"C"}"",1,
S1_DISC_SJT6,S1_self,DISC,I,"Yakın çevrede moral düşük (ör. arkadaş üzgün); ilk hamleniz?",MultiChoice4,"Hızlı karar alıp yönlendirmek (D)|İlham verip motive etmek (I)|Düzeni koruyup destek olmak (S)|Standart ve verilere dayanmak (C)",0,"{\\"Hızlı karar alıp yönlendirmek (D)\":\"D\",\"İlham verip motive etmek (I)\":\"I\",\"Düzeni koruyup destek olmak (S)\":\"S\",\"Standart ve verilere dayanmak (C)\":\"C"}"",1,
S1_DISC_SJT7,S1_self,DISC,S,"Aynı zamana denk gelen aile ve arkadaş planları çakıştı; yaklaşımınız?",MultiChoice4,"Hızlı karar alıp yönlendirmek (D)|İlham verip motive etmek (I)|Düzeni koruyup destek olmak (S)|Standart ve verilere dayanmak (C)",0,"{\\"Hızlı karar alıp yönlendirmek (D)\":\"D\",\"İlham verip motive etmek (I)\":\"I\",\"Düzeni koruyup destek olmak (S)\":\"S\",\"Standart ve verilere dayanmak (C)\":\"C"}"",1,
S1_DISC_SJT8,S1_self,DISC,C,"Site/mahalle yeni kurallar ilan etti; önceliğiniz?",MultiChoice4,"Hızlı karar alıp yönlendirmek (D)|İlham verip motive etmek (I)|Düzeni koruyup destek olmak (S)|Standart ve verilere dayanmak (C)",0,"{\\"Hızlı karar alıp yönlendirmek (D)\":\"D\",\"İlham verip motive etmek (I)\":\"I\",\"Düzeni koruyup destek olmak (S)\":\"S\",\"Standart ve verilere dayanmak (C)\":\"C"}"",1,
S1_ERQ_REAPP1,S1_self,EmotionReg,REAPP,Olumsuz bir olayı kafamda yeniden çerçevelemeye çalışırım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,"ERQ (yeniden değerlendirme) esinli"
S1_ERQ_REAPP2,S1_self,EmotionReg,REAPP,Zor bir durumda durumu farklı bakış açılarından görmeye çalışırım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_ERQ_REAPP3,S1_self,EmotionReg,REAPP,Olumsuz duyguları azaltmak için düşüncemi bilinçle değiştiririm.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_ERQ_SUPPR1,S1_self,EmotionReg,SUPPR,Duygularımı dışa yansıtmamayı tercih ederim.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,"ERQ (bastırma) esinli"
S1_ERQ_SUPPR2,S1_self,EmotionReg,SUPPR,Üzgün olsam bile yüzüme yansıtmam.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_ERQ_SUPPR3,S1_self,EmotionReg,SUPPR,Toplum içinde duygusal tepkilerimi bastırırım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_EMP_PT1,S1_self,Empathy,PT,Birinin bakış açısını anlamak için aktif çaba gösteririm.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,"IRI esinli"
S1_EMP_PT2,S1_self,Empathy,PT,Tartışmada karşı tarafın gerekçelerini anlamaya çalışırım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_EMP_EC1,S1_self,Empathy,EC,Başkalarının acısı beni duygusal olarak etkiler.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_EMP_EC2,S1_self,Empathy,EC,Zor durumda olanlara karşı şefkat hissederim.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_NFC1,S1_self,NeedClosure,NFC,Belirsizlik beni rahatsız eder; netlik ararım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,"Kısa NFC"
S1_NFC2,S1_self,NeedClosure,NFC,Seçeneklerin açık kalması beni rahatlatır.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",1,,1,
S1_OE_STRENGTHS,S1_self,OpenEnded,OE,Kendinizde en güçlü bulduğunuz 3 özelliği yazınız.,OpenText,,,0,,1,
S1_OE_WEAK,S1_self,OpenEnded,OE,Geliştirmek istediğiniz 3 alanı yazınız.,OpenText,,,0,,1,
S1_OE_HAPPY,S1_self,LifeStory,OpenEnded,En mutlu anılarınızdan 1–3 tanesini yazınız (her biri ayrı paragraf).,OpenText,,,0,,1,"Opsiyonel"
S1_OE_HARD,S1_self,LifeStory,OpenEnded,En zor/kötü anılarınızdan 1–3 tanesini yazınız (her biri ayrı paragraf).,OpenText,,,0,,1,"Opsiyonel; travmatik detay şart değil"
S1_Q_CONS,S1_self,Quality,CONS,Bu testte dürüst cevap verdiğime inanıyorum.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,
S1_Q_SPEED,S1_self,Quality,SPEED,Soruları acele etmeden yanıtladım.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,,1,"RT kalite ile birlikte kullanın"
S1_Q_ATTN,S1_self,Quality,IMC,"Dikkat kontrolü: Lütfen bu madde için 'Katılıyorum' seçeneğini işaretleyiniz.",Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",0,"{\\"target\":\"Katılıyorum"}"",1,"Instructional Manipulation Check"
S1_Q_REPEAT,S1_self,Quality,REPEAT,Benzer sorulara farklı cevap verdiğimi düşünüyorum.,Likert5,"Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum",1,,1,"Tutarlılık"
